Geschlecht;Groesse;Alter;Gewicht;Betaetigung;Einordnung
w;157;79;62;Ausdauersport;Normalgewicht
w;154;50;56;keinSport;Normalgewicht
w;143;85;47;Ausdauersport;Untergewicht
m;161;29;70;Ausdauersport;Normalgewicht
w;154;51;78;keinSport;Uebergewicht
m;160;48;58;Ausdauersport;Normalgewicht
m;162;34;57;Ausdauersport;Normalgewicht
m;175;26;58;keinSport;Untergewicht
w;153;62;53;Ausdauersport;Normalgewicht
w;157;45;69;keinSport;Uebergewicht
m;168;54;59;Ausdauersport;Normalgewicht
w;160;35;58;Ausdauersport;Normalgewicht
w;169;70;69;Kraftsport;Normalgewicht
w;156;70;79;keinSport;Uebergewicht
m;160;59;66;Kraftsport;Normalgewicht
m;159;57;54;Ausdauersport;Untergewicht
w;152;37;53;keinSport;Normalgewicht
m;153;46;56;keinSport;Normalgewicht
w;151;34;71;keinSport;Uebergewicht
m;171;48;70;keinSport;Normalgewicht
w;146;20;52;Ausdauersport;Normalgewicht
m;166;65;79;keinSport;Normalgewicht
m;166;54;57;Ausdauersport;Normalgewicht
m;169;49;80;keinSport;Normalgewicht
w;150;73;65;keinSport;Normalgewicht
w;151;20;97;Kraftsport;Uebergewicht
w;149;61;53;Kraftsport;Normalgewicht
m;163;24;63;keinSport;Normalgewicht
m;151;61;63;keinSport;Normalgewicht
m;158;20;48;Ausdauersport;Normalgewicht
m;171;30;66;Kraftsport;Normalgewicht
w;151;90;59;Ausdauersport;Normalgewicht
w;152;41;58;Ausdauersport;Normalgewicht
m;175;42;107;keinSport;Uebergewicht
w;154;56;52;Ausdauersport;Normalgewicht
w;156;38;66;Ausdauersport;Normalgewicht
m;163;49;57;Ausdauersport;Normalgewicht
w;150;49;59;Kraftsport;Normalgewicht
w;181;56;73;Ausdauersport;Normalgewicht
m;165;54;45;Ausdauersport;Untergewicht
m;172;54;82;Ausdauersport;Normalgewicht
w;168;53;61;keinSport;Untergewicht
w;149;49;44;Ausdauersport;Normalgewicht
m;159;39;52;Kraftsport;Untergewicht
m;161;64;57;Kraftsport;Untergewicht
m;165;49;72;Kraftsport;Normalgewicht
m;161;55;125;keinSport;Uebergewicht
w;153;28;68;Ausdauersport;Normalgewicht
m;160;50;98;Kraftsport;Uebergewicht
w;153;38;55;keinSport;Normalgewicht
w;156;58;104;keinSport;Uebergewicht
w;157;33;86;keinSport;Uebergewicht
w;153;32;50;Kraftsport;Normalgewicht
m;165;50;76;Ausdauersport;Normalgewicht
m;160;51;63;keinSport;Normalgewicht
m;168;33;49;Ausdauersport;Untergewicht
m;160;79;75;Ausdauersport;Normalgewicht
m;165;42;58;Kraftsport;Untergewicht
w;149;30;51;Ausdauersport;Normalgewicht
w;152;18;47;Ausdauersport;Normalgewicht
w;157;23;51;keinSport;Normalgewicht
w;151;50;54;keinSport;Normalgewicht
w;151;35;61;Kraftsport;Normalgewicht
m;154;62;71;Ausdauersport;Normalgewicht
m;177;78;84;keinSport;Normalgewicht
w;155;56;69;Ausdauersport;Normalgewicht
m;154;19;42;Ausdauersport;Normalgewicht
w;155;54;57;keinSport;Normalgewicht
m;165;35;67;Kraftsport;Normalgewicht
m;162;53;74;keinSport;Uebergewicht
m;168;56;49;keinSport;Untergewicht
w;147;40;61;Ausdauersport;Normalgewicht
m;158;75;118;Ausdauersport;Uebergewicht
w;149;42;82;Kraftsport;Uebergewicht
w;150;57;45;keinSport;Untergewicht
m;154;46;65;keinSport;Normalgewicht
w;147;26;64;keinSport;Uebergewicht
m;162;50;54;Ausdauersport;Normalgewicht
m;162;35;101;keinSport;Uebergewicht
w;156;57;62;keinSport;Normalgewicht
w;157;38;55;Ausdauersport;Normalgewicht
m;159;66;49;Ausdauersport;Untergewicht
w;156;59;46;Ausdauersport;Untergewicht
w;160;40;63;keinSport;Normalgewicht
m;168;38;72;Ausdauersport;Normalgewicht
m;165;86;59;Ausdauersport;Untergewicht
m;155;58;112;keinSport;Uebergewicht
m;166;61;76;Ausdauersport;Normalgewicht
w;151;84;48;keinSport;Untergewicht
m;150;18;41;keinSport;Untergewicht
w;152;46;56;keinSport;Normalgewicht
m;166;70;82;Ausdauersport;Normalgewicht
m;157;36;87;keinSport;Uebergewicht
w;173;31;66;keinSport;Normalgewicht
w;155;46;75;Kraftsport;Uebergewicht
m;171;72;94;keinSport;Uebergewicht
m;164;44;83;keinSport;Uebergewicht
w;147;73;59;Ausdauersport;Normalgewicht
m;157;60;92;keinSport;Uebergewicht
w;158;55;70;Kraftsport;Uebergewicht
m;168;62;59;Kraftsport;Untergewicht
m;174;30;131;keinSport;Uebergewicht
w;150;34;65;keinSport;Uebergewicht
w;155;48;50;keinSport;Untergewicht
m;158;56;46;keinSport;Untergewicht
w;152;66;70;Ausdauersport;Uebergewicht
m;156;45;61;keinSport;Normalgewicht
m;169;24;50;keinSport;Untergewicht
w;147;46;75;keinSport;Uebergewicht
m;158;50;50;keinSport;Untergewicht
w;152;24;54;keinSport;Normalgewicht
w;148;51;46;Ausdauersport;Untergewicht
m;165;33;75;keinSport;Uebergewicht
w;153;80;97;keinSport;Uebergewicht
w;151;52;66;Kraftsport;Normalgewicht
w;145;34;92;Kraftsport;Uebergewicht
w;151;20;39;Ausdauersport;Untergewicht
w;149;63;67;keinSport;Uebergewicht
m;159;53;53;Ausdauersport;Untergewicht
w;151;45;56;Ausdauersport;Normalgewicht
m;164;61;50;keinSport;Untergewicht
w;154;29;66;Ausdauersport;Normalgewicht
w;150;39;110;keinSport;Uebergewicht
m;167;57;47;keinSport;Untergewicht
w;149;42;38;Kraftsport;Untergewicht
m;164;50;55;Ausdauersport;Untergewicht
m;148;27;53;Ausdauersport;Normalgewicht
w;153;37;69;keinSport;Uebergewicht
m;164;37;116;keinSport;Uebergewicht
m;156;44;54;keinSport;Normalgewicht
m;161;39;70;Kraftsport;Normalgewicht
w;151;33;55;Ausdauersport;Normalgewicht
m;159;20;42;Ausdauersport;Untergewicht
m;149;77;47;Ausdauersport;Untergewicht
m;159;23;56;Ausdauersport;Normalgewicht
m;164;54;59;keinSport;Untergewicht
m;168;67;94;Ausdauersport;Uebergewicht
m;167;69;51;Ausdauersport;Untergewicht
m;154;22;43;Ausdauersport;Normalgewicht
w;148;47;59;Ausdauersport;Normalgewicht
m;166;25;45;Kraftsport;Untergewicht
m;165;53;56;Ausdauersport;Untergewicht
m;154;88;54;Kraftsport;Untergewicht
w;149;51;59;Ausdauersport;Normalgewicht
w;158;35;73;keinSport;Uebergewicht
w;149;68;49;Ausdauersport;Untergewicht
m;159;60;77;keinSport;Uebergewicht
w;143;32;38;keinSport;Untergewicht
w;143;42;51;keinSport;Normalgewicht
w;148;83;54;keinSport;Untergewicht
w;153;75;53;keinSport;Untergewicht
w;142;47;60;keinSport;Uebergewicht
w;149;53;96;Ausdauersport;Uebergewicht
w;154;30;44;keinSport;Untergewicht
m;159;42;69;Kraftsport;Uebergewicht
m;150;80;53;keinSport;Untergewicht
m;165;54;86;Ausdauersport;Uebergewicht
m;158;40;59;Ausdauersport;Normalgewicht
m;153;53;53;keinSport;Untergewicht
w;151;57;76;keinSport;Uebergewicht
m;170;19;96;Kraftsport;Uebergewicht
w;157;29;60;Ausdauersport;Normalgewicht
w;154;60;62;keinSport;Normalgewicht
w;149;59;59;keinSport;Normalgewicht
w;160;52;66;Kraftsport;Normalgewicht
m;167;51;56;keinSport;Untergewicht
w;144;65;57;keinSport;Normalgewicht
m;164;19;47;Ausdauersport;Untergewicht
w;167;25;65;keinSport;Normalgewicht
m;158;33;122;Ausdauersport;Uebergewicht
m;157;43;78;keinSport;Uebergewicht
m;166;30;40;keinSport;Untergewicht
w;148;47;85;keinSport;Uebergewicht
w;157;59;122;keinSport;Uebergewicht
w;149;54;115;Kraftsport;Uebergewicht
w;167;24;72;Ausdauersport;Normalgewicht
w;154;49;53;Ausdauersport;Normalgewicht
w;155;25;49;Ausdauersport;Normalgewicht
m;162;70;81;Ausdauersport;Uebergewicht
m;164;34;64;keinSport;Normalgewicht
w;149;28;53;Kraftsport;Normalgewicht
m;169;24;64;Kraftsport;Normalgewicht
m;166;19;63;Kraftsport;Normalgewicht
w;148;71;56;Ausdauersport;Normalgewicht
w;155;34;106;keinSport;Uebergewicht
m;161;55;123;Kraftsport;Uebergewicht
m;173;46;77;keinSport;Normalgewicht
w;153;64;68;keinSport;Uebergewicht
w;154;38;39;Ausdauersport;Untergewicht
w;163;59;73;keinSport;Normalgewicht
w;151;44;73;keinSport;Uebergewicht
w;155;58;85;Kraftsport;Uebergewicht
w;148;66;124;keinSport;Uebergewicht
w;153;64;57;Ausdauersport;Normalgewicht
m;153;87;47;keinSport;Untergewicht
w;155;46;58;Ausdauersport;Normalgewicht
w;161;60;68;Ausdauersport;Normalgewicht
m;160;41;51;Ausdauersport;Normalgewicht
m;147;57;74;keinSport;Uebergewicht
m;155;45;49;Kraftsport;Untergewicht
m;159;25;53;keinSport;Untergewicht
m;164;27;65;keinSport;Normalgewicht
m;186;69;100;keinSport;Normalgewicht
m;169;56;67;keinSport;Untergewicht
m;158;50;60;Ausdauersport;Normalgewicht
m;164;23;86;keinSport;Uebergewicht
w;148;56;59;Ausdauersport;Normalgewicht
m;165;53;65;Ausdauersport;Normalgewicht
m;172;39;57;keinSport;Untergewicht
w;154;100;50;keinSport;Untergewicht
m;162;45;59;keinSport;Untergewicht
m;163;32;60;Ausdauersport;Normalgewicht
w;145;33;62;Ausdauersport;Normalgewicht
m;163;45;69;Ausdauersport;Normalgewicht
m;162;56;113;keinSport;Uebergewicht
w;156;53;58;Ausdauersport;Normalgewicht
m;161;42;49;keinSport;Untergewicht
w;148;56;41;keinSport;Untergewicht
w;161;43;100;Kraftsport;Uebergewicht
m;169;21;53;Ausdauersport;Normalgewicht
w;150;40;96;Ausdauersport;Uebergewicht
m;153;60;65;Ausdauersport;Normalgewicht
w;158;21;42;keinSport;Untergewicht
m;171;53;80;keinSport;Normalgewicht
w;152;61;96;keinSport;Uebergewicht
w;153;18;60;keinSport;Uebergewicht
w;160;50;50;keinSport;Untergewicht
m;153;59;59;Kraftsport;Normalgewicht
w;155;25;40;keinSport;Untergewicht
m;154;44;65;Ausdauersport;Normalgewicht
w;155;78;98;keinSport;Uebergewicht
m;167;75;60;keinSport;Untergewicht
m;159;19;57;keinSport;Normalgewicht
w;146;31;29;Ausdauersport;Untergewicht
w;153;26;88;keinSport;Uebergewicht
m;166;37;68;keinSport;Normalgewicht
w;154;26;53;Kraftsport;Normalgewicht
w;151;74;58;Ausdauersport;Normalgewicht
m;169;78;70;keinSport;Untergewicht
w;151;19;62;keinSport;Uebergewicht
m;165;39;112;keinSport;Uebergewicht
w;157;40;49;keinSport;Untergewicht
w;158;57;54;Ausdauersport;Untergewicht
w;148;66;52;keinSport;Untergewicht
w;159;32;66;Ausdauersport;Normalgewicht
m;142;53;57;Kraftsport;Uebergewicht
w;143;36;66;keinSport;Uebergewicht
w;156;53;59;Kraftsport;Normalgewicht
m;161;20;48;Ausdauersport;Normalgewicht
w;143;45;96;Ausdauersport;Uebergewicht
m;166;55;87;Ausdauersport;Uebergewicht
w;155;90;61;Ausdauersport;Normalgewicht
m;171;65;95;keinSport;Uebergewicht
w;150;20;70;Ausdauersport;Uebergewicht
m;148;51;52;keinSport;Normalgewicht
w;155;62;49;Ausdauersport;Untergewicht
w;157;48;39;keinSport;Untergewicht
w;150;23;51;Ausdauersport;Normalgewicht
m;158;55;43;Ausdauersport;Normalgewicht
m;161;75;72;Kraftsport;Normalgewicht
w;155;57;77;Kraftsport;Uebergewicht
m;151;55;63;keinSport;Normalgewicht
w;176;31;59;keinSport;Untergewicht
m;158;46;66;keinSport;Normalgewicht
w;144;33;55;keinSport;Uebergewicht
w;146;54;57;keinSport;Normalgewicht
m;171;76;77;keinSport;Normalgewicht
m;167;21;61;Ausdauersport;Normalgewicht
m;165;30;66;Ausdauersport;Normalgewicht
w;144;60;86;Kraftsport;Uebergewicht
m;159;43;126;keinSport;Uebergewicht
w;162;28;50;keinSport;Untergewicht
m;153;33;44;Ausdauersport;Normalgewicht
w;162;46;52;keinSport;Untergewicht
w;155;37;48;keinSport;Untergewicht
w;159;72;57;keinSport;Untergewicht
m;171;37;48;Ausdauersport;Untergewicht
w;151;43;48;Ausdauersport;Normalgewicht
m;162;44;72;keinSport;Uebergewicht
m;163;58;65;keinSport;Normalgewicht
w;145;40;50;Kraftsport;Normalgewicht
m;151;60;48;Kraftsport;Untergewicht
w;154;61;44;Ausdauersport;Normalgewicht
m;171;55;65;Kraftsport;Untergewicht
m;166;43;59;keinSport;Untergewicht
w;154;78;59;keinSport;Normalgewicht
m;167;75;68;keinSport;Untergewicht
w;150;31;48;keinSport;Normalgewicht
m;166;23;50;keinSport;Untergewicht
w;153;19;61;keinSport;Uebergewicht
m;160;66;69;Ausdauersport;Normalgewicht
w;154;65;77;Kraftsport;Normalgewicht
m;160;47;52;keinSport;Untergewicht
m;163;81;65;Ausdauersport;Untergewicht
w;148;53;50;keinSport;Normalgewicht
m;180;56;56;Ausdauersport;Normalgewicht
w;148;46;116;keinSport;Uebergewicht
m;168;49;48;keinSport;Untergewicht
w;154;45;97;Ausdauersport;Uebergewicht
m;156;20;93;keinSport;Uebergewicht
m;163;27;69;keinSport;Normalgewicht
w;153;52;57;keinSport;Normalgewicht
m;170;19;58;keinSport;Normalgewicht
m;158;62;60;keinSport;Normalgewicht
m;155;50;66;keinSport;Normalgewicht
m;157;60;83;keinSport;Uebergewicht
m;167;83;59;keinSport;Untergewicht
w;147;55;53;keinSport;Normalgewicht
m;167;29;55;Ausdauersport;Normalgewicht
m;161;33;108;keinSport;Uebergewicht
w;148;46;71;Kraftsport;Normalgewicht
m;157;67;63;Ausdauersport;Normalgewicht
w;149;59;66;Kraftsport;Normalgewicht
m;158;55;49;keinSport;Untergewicht
m;161;20;51;Kraftsport;Untergewicht
m;174;79;81;Kraftsport;Normalgewicht
m;164;22;60;keinSport;Normalgewicht
m;152;44;92;Ausdauersport;Uebergewicht
w;144;38;65;keinSport;Uebergewicht
m;163;64;53;keinSport;Untergewicht
m;163;43;124;Ausdauersport;Uebergewicht
w;161;21;58;keinSport;Normalgewicht
w;146;38;66;keinSport;Uebergewicht
w;154;50;70;Ausdauersport;Normalgewicht
w;152;77;87;keinSport;Uebergewicht
w;152;71;60;Ausdauersport;Normalgewicht
w;144;55;50;Ausdauersport;Normalgewicht
w;149;52;61;keinSport;Uebergewicht
w;150;56;68;keinSport;Uebergewicht
w;150;42;43;Ausdauersport;Untergewicht
w;157;81;69;keinSport;Normalgewicht
m;167;57;137;Ausdauersport;Uebergewicht
w;160;42;123;keinSport;Uebergewicht
m;152;50;85;keinSport;Uebergewicht
w;154;69;61;Ausdauersport;Normalgewicht
w;149;58;66;Kraftsport;Normalgewicht
m;162;27;51;keinSport;Untergewicht
m;161;55;50;Ausdauersport;Normalgewicht
m;159;59;53;keinSport;Untergewicht
w;162;50;129;keinSport;Uebergewicht
m;155;51;55;keinSport;Untergewicht
w;145;55;62;Ausdauersport;Normalgewicht
w;157;25;52;keinSport;Normalgewicht
m;161;63;63;Kraftsport;Normalgewicht
m;162;56;59;keinSport;Untergewicht
m;164;28;55;keinSport;Untergewicht
m;158;53;69;keinSport;Normalgewicht
m;170;59;105;Ausdauersport;Uebergewicht
w;144;21;56;Ausdauersport;Uebergewicht
w;148;66;57;keinSport;Normalgewicht
w;157;33;48;Ausdauersport;Untergewicht
m;163;77;84;keinSport;Uebergewicht
m;151;39;45;Ausdauersport;Untergewicht
m;158;56;128;keinSport;Uebergewicht
w;158;19;71;Kraftsport;Normalgewicht
m;159;24;60;keinSport;Normalgewicht
m;169;44;63;Ausdauersport;Untergewicht
m;156;29;72;Ausdauersport;Normalgewicht
m;157;56;125;Kraftsport;Uebergewicht
w;150;68;97;Ausdauersport;Uebergewicht
w;148;29;59;Ausdauersport;Normalgewicht
m;168;37;51;Ausdauersport;Untergewicht
m;167;57;52;keinSport;Untergewicht
w;151;35;53;keinSport;Normalgewicht
m;166;70;50;Ausdauersport;Untergewicht
m;176;73;150;keinSport;Uebergewicht
w;146;55;46;keinSport;Untergewicht
m;169;19;53;Ausdauersport;Normalgewicht
m;158;69;56;keinSport;Untergewicht
m;168;31;79;Ausdauersport;Normalgewicht
m;162;31;56;keinSport;Normalgewicht
m;165;27;80;keinSport;Uebergewicht
w;156;79;70;Kraftsport;Normalgewicht
w;153;35;97;Ausdauersport;Uebergewicht
m;159;55;62;Kraftsport;Normalgewicht
w;148;61;81;Kraftsport;Uebergewicht
w;158;55;63;keinSport;Normalgewicht
m;177;46;132;keinSport;Uebergewicht
w;157;54;68;Kraftsport;Normalgewicht
m;165;30;48;Ausdauersport;Normalgewicht
m;166;73;57;keinSport;Untergewicht
m;173;55;58;keinSport;Untergewicht
m;172;57;50;keinSport;Untergewicht
w;152;31;66;Ausdauersport;Normalgewicht
w;158;31;79;Ausdauersport;Uebergewicht
w;155;19;46;keinSport;Normalgewicht
w;152;47;82;keinSport;Uebergewicht
m;163;65;68;Kraftsport;Normalgewicht
m;166;54;45;keinSport;Untergewicht
m;157;67;50;Ausdauersport;Untergewicht
w;168;42;50;keinSport;Untergewicht
m;162;38;125;keinSport;Uebergewicht
m;159;36;65;keinSport;Normalgewicht
w;154;47;58;keinSport;Normalgewicht
w;154;37;61;Kraftsport;Normalgewicht
w;160;43;62;keinSport;Normalgewicht
w;151;35;53;Ausdauersport;Normalgewicht
m;165;31;40;keinSport;Untergewicht
w;148;60;77;keinSport;Uebergewicht
m;155;71;67;keinSport;Normalgewicht
w;151;37;54;Ausdauersport;Normalgewicht
m;165;43;56;keinSport;Untergewicht
m;157;43;54;keinSport;Untergewicht
w;149;52;81;keinSport;Uebergewicht
m;154;87;51;keinSport;Untergewicht
w;154;56;67;keinSport;Uebergewicht
w;155;70;98;Ausdauersport;Uebergewicht
m;155;95;114;keinSport;Uebergewicht
w;145;50;55;Ausdauersport;Normalgewicht
w;155;49;41;keinSport;Untergewicht
m;164;53;60;keinSport;Untergewicht
m;172;65;84;keinSport;Normalgewicht
w;150;25;86;keinSport;Uebergewicht
m;174;82;65;Ausdauersport;Untergewicht
w;146;52;42;Ausdauersport;Normalgewicht
m;162;69;70;Kraftsport;Normalgewicht
w;154;47;73;keinSport;Uebergewicht
w;157;45;95;keinSport;Uebergewicht
m;171;45;71;keinSport;Normalgewicht
m;159;54;67;Ausdauersport;Normalgewicht
w;155;56;67;keinSport;Uebergewicht
w;153;52;48;keinSport;Untergewicht
m;163;30;66;keinSport;Normalgewicht
w;152;35;60;keinSport;Normalgewicht
w;162;37;54;Ausdauersport;Normalgewicht
m;159;58;65;keinSport;Normalgewicht
m;159;77;64;keinSport;Normalgewicht
w;154;54;79;keinSport;Uebergewicht
w;144;26;68;keinSport;Uebergewicht
m;158;58;50;Kraftsport;Untergewicht
w;155;55;63;Ausdauersport;Normalgewicht
w;155;58;66;keinSport;Normalgewicht
w;171;49;62;Ausdauersport;Untergewicht
m;165;71;81;keinSport;Normalgewicht
w;155;43;63;Ausdauersport;Normalgewicht
w;158;44;44;Ausdauersport;Normalgewicht
m;167;60;39;Ausdauersport;Untergewicht
w;156;41;51;keinSport;Normalgewicht
m;157;31;46;keinSport;Untergewicht
w;155;51;67;keinSport;Uebergewicht
m;166;47;101;keinSport;Uebergewicht
m;160;35;51;Ausdauersport;Normalgewicht
m;164;48;77;keinSport;Uebergewicht
m;153;48;56;Ausdauersport;Normalgewicht
w;146;37;50;Ausdauersport;Normalgewicht
w;163;20;115;keinSport;Uebergewicht
m;163;30;59;keinSport;Normalgewicht
w;143;68;72;keinSport;Uebergewicht
w;159;40;53;keinSport;Normalgewicht
m;157;18;72;keinSport;Uebergewicht
m;158;37;50;keinSport;Untergewicht
m;167;23;67;keinSport;Normalgewicht
w;146;43;46;Ausdauersport;Normalgewicht
m;167;48;49;keinSport;Untergewicht
w;154;56;55;Ausdauersport;Normalgewicht
m;168;38;73;Kraftsport;Normalgewicht
w;156;68;67;keinSport;Normalgewicht
w;152;49;68;Kraftsport;Uebergewicht
w;148;44;98;Ausdauersport;Uebergewicht
w;145;67;85;keinSport;Uebergewicht
w;157;48;66;keinSport;Normalgewicht
w;153;76;66;Ausdauersport;Normalgewicht
w;158;20;57;Ausdauersport;Normalgewicht
m;165;24;86;Kraftsport;Uebergewicht
m;164;65;58;Ausdauersport;Untergewicht
m;155;49;62;Kraftsport;Normalgewicht
m;147;72;63;keinSport;Normalgewicht
w;150;70;70;keinSport;Uebergewicht
m;175;64;72;keinSport;Untergewicht
w;151;59;98;Ausdauersport;Uebergewicht
w;153;59;72;keinSport;Uebergewicht
m;167;56;56;Ausdauersport;Normalgewicht
m;153;71;99;keinSport;Uebergewicht
m;156;54;61;Ausdauersport;Normalgewicht
m;168;28;61;Ausdauersport;Normalgewicht
w;153;49;66;Ausdauersport;Normalgewicht
m;164;59;66;keinSport;Normalgewicht
m;170;61;74;keinSport;Normalgewicht
w;144;67;78;keinSport;Uebergewicht
w;155;43;57;keinSport;Normalgewicht
w;146;62;54;keinSport;Normalgewicht
m;166;61;112;Ausdauersport;Uebergewicht
w;160;49;54;keinSport;Untergewicht
w;152;41;47;keinSport;Untergewicht
w;154;19;82;Kraftsport;Uebergewicht
w;145;46;62;keinSport;Uebergewicht
m;167;54;67;keinSport;Normalgewicht
m;159;29;87;keinSport;Uebergewicht
w;156;60;73;keinSport;Uebergewicht
m;155;56;46;Ausdauersport;Normalgewicht
m;165;44;97;Kraftsport;Uebergewicht
m;163;63;71;keinSport;Normalgewicht
w;153;51;58;keinSport;Normalgewicht
m;151;56;49;Kraftsport;Normalgewicht
w;159;63;57;keinSport;Untergewicht
w;156;40;47;keinSport;Untergewicht
w;148;23;51;keinSport;Normalgewicht
m;160;67;66;keinSport;Normalgewicht
m;167;36;70;Ausdauersport;Normalgewicht
w;150;84;48;keinSport;Untergewicht
w;146;42;95;keinSport;Uebergewicht
w;152;52;66;keinSport;Uebergewicht
m;158;23;45;keinSport;Untergewicht
m;154;38;67;keinSport;Uebergewicht
m;166;21;59;Ausdauersport;Normalgewicht
w;146;50;56;Kraftsport;Normalgewicht
w;145;52;76;Kraftsport;Uebergewicht
m;160;27;114;keinSport;Uebergewicht
m;159;72;64;keinSport;Normalgewicht
w;148;81;63;Ausdauersport;Normalgewicht
w;151;36;41;keinSport;Untergewicht
m;154;64;61;Ausdauersport;Normalgewicht
m;164;48;70;keinSport;Normalgewicht
m;167;62;97;keinSport;Uebergewicht
w;156;33;56;keinSport;Normalgewicht
w;152;92;55;Kraftsport;Untergewicht
w;149;23;41;Ausdauersport;Normalgewicht
w;150;24;44;Ausdauersport;Normalgewicht
w;153;50;64;keinSport;Uebergewicht
w;149;57;69;Ausdauersport;Uebergewicht
w;149;60;67;Ausdauersport;Uebergewicht
w;162;49;99;Ausdauersport;Uebergewicht
m;156;42;54;keinSport;Normalgewicht
m;163;55;52;Ausdauersport;Normalgewicht
w;177;18;64;keinSport;Normalgewicht
m;163;52;78;keinSport;Uebergewicht
w;146;80;52;keinSport;Untergewicht
w;158;32;68;Ausdauersport;Normalgewicht
m;166;38;72;Kraftsport;Normalgewicht
w;148;37;47;keinSport;Normalgewicht
m;165;41;75;keinSport;Uebergewicht
w;151;61;61;keinSport;Normalgewicht
m;161;50;50;keinSport;Untergewicht
m;156;50;81;Kraftsport;Uebergewicht
w;147;74;71;keinSport;Uebergewicht
w;151;23;47;Ausdauersport;Normalgewicht
m;168;48;128;Kraftsport;Uebergewicht
m;166;74;56;Kraftsport;Untergewicht
w;160;55;70;keinSport;Normalgewicht
w;148;47;54;keinSport;Normalgewicht
w;155;55;61;keinSport;Normalgewicht
w;155;52;49;keinSport;Untergewicht
m;165;57;114;keinSport;Uebergewicht
m;178;46;69;keinSport;Untergewicht
w;148;55;47;Kraftsport;Untergewicht
m;161;68;73;keinSport;Normalgewicht
m;167;75;60;Ausdauersport;Normalgewicht
m;166;25;55;Ausdauersport;Untergewicht
w;153;36;58;Ausdauersport;Normalgewicht
w;146;50;63;keinSport;Uebergewicht
w;145;26;53;Kraftsport;Normalgewicht
m;149;23;61;Kraftsport;Normalgewicht
w;162;42;48;Ausdauersport;Normalgewicht
m;166;39;71;keinSport;Normalgewicht
w;147;43;62;keinSport;Uebergewicht
w;152;47;64;keinSport;Uebergewicht
w;150;37;59;keinSport;Normalgewicht
m;162;54;75;Ausdauersport;Normalgewicht
w;155;65;72;Ausdauersport;Uebergewicht
m;153;42;76;keinSport;Uebergewicht
w;151;49;73;keinSport;Uebergewicht
m;173;22;75;keinSport;Uebergewicht
m;152;68;67;Ausdauersport;Normalgewicht
m;168;66;72;keinSport;Normalgewicht
m;158;64;75;Ausdauersport;Normalgewicht
w;147;86;63;Ausdauersport;Normalgewicht
m;161;76;66;Ausdauersport;Normalgewicht
w;150;20;52;Ausdauersport;Normalgewicht
w;150;83;73;keinSport;Uebergewicht
m;173;22;53;keinSport;Untergewicht
m;161;46;42;keinSport;Untergewicht
w;145;69;65;Ausdauersport;Uebergewicht
m;151;50;99;Kraftsport;Uebergewicht
m;160;69;79;Ausdauersport;Uebergewicht
w;162;55;48;Kraftsport;Untergewicht
m;171;37;125;keinSport;Uebergewicht
m;152;46;109;keinSport;Uebergewicht
m;163;49;60;keinSport;Untergewicht
w;159;30;43;keinSport;Untergewicht
m;151;34;88;keinSport;Uebergewicht
m;160;45;66;keinSport;Normalgewicht
m;160;33;50;keinSport;Untergewicht
m;158;65;92;Ausdauersport;Uebergewicht
w;155;54;52;keinSport;Untergewicht
m;163;49;50;keinSport;Untergewicht
m;155;46;52;keinSport;Untergewicht
m;170;31;50;keinSport;Untergewicht
m;159;42;77;Ausdauersport;Uebergewicht
m;150;57;46;keinSport;Untergewicht
m;161;70;62;keinSport;Untergewicht
m;165;98;59;Ausdauersport;Untergewicht
m;167;29;74;Ausdauersport;Normalgewicht
w;160;62;86;keinSport;Uebergewicht
m;160;59;75;Kraftsport;Uebergewicht
w;152;48;122;keinSport;Uebergewicht
m;154;59;63;Ausdauersport;Normalgewicht
w;155;44;49;Ausdauersport;Untergewicht
w;158;81;59;keinSport;Untergewicht
w;152;34;58;Ausdauersport;Normalgewicht
w;151;53;99;Ausdauersport;Uebergewicht
w;147;21;42;keinSport;Normalgewicht
w;150;54;56;keinSport;Normalgewicht
m;164;74;70;keinSport;Normalgewicht
m;158;46;72;Ausdauersport;Normalgewicht
m;162;52;76;Ausdauersport;Normalgewicht
w;146;41;61;keinSport;Uebergewicht
w;170;54;71;keinSport;Normalgewicht
m;153;25;70;keinSport;Uebergewicht
w;160;52;65;keinSport;Normalgewicht
m;160;72;117;keinSport;Uebergewicht
m;159;51;69;Ausdauersport;Normalgewicht
w;156;51;70;Ausdauersport;Uebergewicht
w;151;53;65;Ausdauersport;Normalgewicht
w;146;40;71;Kraftsport;Uebergewicht
w;153;21;99;Ausdauersport;Uebergewicht
m;153;46;59;Kraftsport;Normalgewicht
m;160;74;82;Ausdauersport;Uebergewicht
m;168;53;55;Ausdauersport;Normalgewicht
m;159;51;63;keinSport;Normalgewicht
m;170;65;76;keinSport;Normalgewicht
m;154;37;114;keinSport;Uebergewicht
w;158;41;68;Ausdauersport;Normalgewicht
w;150;68;68;Ausdauersport;Uebergewicht
m;156;76;74;Ausdauersport;Uebergewicht
w;151;59;63;Kraftsport;Normalgewicht
w;155;73;62;keinSport;Normalgewicht
m;162;43;47;Ausdauersport;Normalgewicht
m;169;79;79;Ausdauersport;Normalgewicht
w;152;39;99;keinSport;Uebergewicht
m;165;50;60;keinSport;Untergewicht
m;150;69;74;Kraftsport;Normalgewicht
w;151;50;41;Ausdauersport;Normalgewicht
m;170;22;62;keinSport;Normalgewicht
